decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,gender,tier,race,fam_inc_1.0,fam_inc_2.0,fam_inc_3.0,fam_inc_4.0,fam_inc_5.0,target
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5087374,0.5114527,0.70216775,0.69243604,0.50103587,0.61918604,0.0,1.0,0.55228376,1.0,0.0,0.0,0.0,0.0,0.0,0
